symbol	ensembl	mitocarta_list	evidence	sub_localization
Aldh5a1	ENSMUSG00000035936	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, MS/MS++	Matrix
Got2	ENSMUSG00000031672	MitoCarta3.0	literature, APEX_IMS, APEX_matrix, targetP signal, mito prot	MIM
Ckmt1	ENSMUSG00000000308	MitoCarta3.0	literature, targetP signal, mito protein domain, MS/MS++	MIM
Gtpbp3	ENSMUSG00000007610	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog+	Matrix
Sirt3	ENSMUSG00000025486	MitoCarta3.0	literature, APEX_matrix, mito protein domain, induction, coe	Matrix
C330018D20Rik	ENSMUSG00000024592	MitoCarta3.0	targetP signal, coexpression+, MS/MS	Matrix
Parl	ENSMUSG00000033918	MitoCarta3.0	literature, targetP signal, yeast mito homolog++, mito prote	MIM
Bloc1s1	ENSMUSG00000090247	MitoCarta3.0	mito protein domain, coexpression++, MS/MS	unknown
Cox8c	ENSMUSG00000043319	MitoCarta3.0	literature, targetP signal, mito protein domain+, MS/MS	MIM
Acly	ENSMUSG00000020917	MitoCarta3.0	APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito 	Matrix
Sfxn5	ENSMUSG00000033720	MitoCarta3.0	literature, yeast mito homolog, mito protein domain+, MS/MS+	MIM
Slc25a40	ENSMUSG00000054099	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+, MS/MS	MIM
Slc25a27	ENSMUSG00000023912	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+, MS/MS	MIM
Slc25a23	ENSMUSG00000046329	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+, MS/MS	MIM
Ucp3	ENSMUSG00000032942	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+, MS/MS	MIM
Htra2	ENSMUSG00000068329	MitoCarta3.0	literature, APEX_IMS, targetP signal, Rickettsial homolog, m	MIM
Nadk2	ENSMUSG00000022253	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, coexpressi	Matrix
mt-Cytb	ENSMUSG00000064370	MitoCarta3.0	literature, yeast mito homolog++, Rickettsial homolog, mito 	MIM
Chchd5	ENSMUSG00000037938	MitoCarta3.0	APEX_IMS, yeast mito homolog++, coexpression, MS/MS	IMS
Mrps31	ENSMUSG00000031533	MitoCarta3.0	literature, APEX_matrix, targetP signal, induction, coexpres	Matrix
Ndufa1	ENSMUSG00000016427	MitoCarta3.0	literature, coexpression+, MS/MS++	MIM
Hoga1	ENSMUSG00000025176	MitoCarta3.0	GFP, targetP signal, Rickettsial homolog, mito protein domai	Matrix
Aldh3a2	ENSMUSG00000010025	MitoCarta3.0	targetP signal+, yeast mito homolog, mito protein domain, co	Membrane
Pam16	ENSMUSG00000014301	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog,	MIM
Tomm5	ENSMUSG00000078713	MitoCarta3.0	literature, mito protein domain+, MS/MS++	MOM
Ndufb4	ENSMUSG00000022820	MitoCarta3.0	literature, mito protein domain+, MS/MS++	MIM
Fam136a	ENSMUSG00000057497	MitoCarta3.0	APEX_IMS, mito protein domain+, MS/MS++	IMS
Mpv17l	ENSMUSG00000022679	MitoCarta3.0	yeast mito homolog+, mito protein domain, MS/MS++	MIM
Gykl1	ENSMUSG00000053624	MitoCarta3.0	yeast mito homolog+, mito protein domain, MS/MS++	Membrane
Cpt1b	ENSMUSG00000078937	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain, MS/MS+	MOM
Akr1b10	ENSMUSG00000061758	MitoCarta3.0	induction, coexpression, MS/MS++	unknown
Slc25a2	ENSMUSG00000050304	MitoCarta3.0	literature, yeast mito homolog++, mito protein domain+	MIM
Slc25a53	ENSMUSG00000044348	MitoCarta3.0	yeast mito homolog++, mito protein domain+	MIM
Opa3	ENSMUSG00000052214	MitoCarta3.0	literature, targetP signal, coexpression, MS/MS++	MOM
Fahd1	ENSMUSG00000045316	MitoCarta3.0	literature, APEX_matrix, yeast mito homolog, mito protein do	Matrix
Pxmp4	ENSMUSG00000000876	MitoCarta3.0	targetP signal, mito protein domain+, coexpression	unknown
Nif3l1	ENSMUSG00000026036	MitoCarta3.0	APEX_matrix, targetP signal, yeast mito homolog, coexpressio	Matrix
Grsf1	ENSMUSG00000044221	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, induction,	Matrix
Macrod1	ENSMUSG00000036278	MitoCarta3.0	APEX_matrix, targetP signal, coexpression, MS/MS++	Matrix
Cisd3	ENSMUSG00000078695	MitoCarta3.0	APEX_matrix, mito protein domain, coexpression, MS/MS++	Matrix
Nmnat3	ENSMUSG00000032456	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS++	Matrix
Nudt8	ENSMUSG00000024869	MitoCarta3.0	APEX_matrix, mito protein domain, coexpression, MS/MS++	Matrix
Cat	ENSMUSG00000027187	MitoCarta3.0	yeast mito homolog++, mito protein domain, coexpression	IMS
Dnajc19	ENSMUSG00000027679	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog,	MIM
Elac2	ENSMUSG00000020549	MitoCarta3.0	APEX_matrix, GFP, targetP signal, yeast mito homolog, Ricket	Matrix
Sugct	ENSMUSG00000055137	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, coexpressi	Matrix
Hint3	ENSMUSG00000019791	MitoCarta3.0	Rickettsial homolog, mito protein domain, induction, coexpre	unknown
Kars	ENSMUSG00000031948	MitoCarta3.0	literature, GFP, targetP signal+, Rickettsial homolog, mito 	Matrix
Dnajc28	ENSMUSG00000039763	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, co	unknown
Cyb5b	ENSMUSG00000031924	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS++	MOM
Nudt2	ENSMUSG00000028443	MitoCarta3.0	mito protein domain, coexpression, MS/MS++	Matrix
Phyh	ENSMUSG00000026664	MitoCarta3.0	targetP signal, induction, MS/MS++	Matrix
Guk1	ENSMUSG00000020444	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, induction,	Matrix
Nudt19	ENSMUSG00000034875	MitoCarta3.0	APEX_matrix, targetP signal+, mito protein domain, induction	Matrix
mt-Co3	ENSMUSG00000064358	MitoCarta3.0	literature, yeast mito homolog++, Rickettsial homolog, mito 	MIM
Mrpl42	ENSMUSG00000062981	MitoCarta3.0	APEX_matrix, GFP, mito protein domain+, induction, MS/MS	Matrix
Dhrs7b	ENSMUSG00000042569	MitoCarta3.0	Rickettsial homolog, mito protein domain, induction, coexpre	Membrane
Nt5m	ENSMUSG00000032615	MitoCarta3.0	literature, targetP signal, mito protein domain, induction, 	Matrix
Mthfsl	ENSMUSG00000079427	MitoCarta3.0	targetP signal, yeast mito homolog, Rickettsial homolog, mit	Matrix
Mthfs	ENSMUSG00000066442	MitoCarta3.0	targetP signal, yeast mito homolog, Rickettsial homolog, mit	Matrix
Nme4	ENSMUSG00000024177	MitoCarta3.0	APEX_matrix, GFP, targetP signal, yeast mito homolog, Ricket	MIM
Oma1	ENSMUSG00000035069	MitoCarta3.0	APEX_IMS, GFP, targetP signal, yeast mito homolog++, coexpre	MIM
Acsl6	ENSMUSG00000020333	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	MOM
Rpusd3	ENSMUSG00000051169	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	Matrix
Acss1	ENSMUSG00000027452	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain	MIM
Dguok	ENSMUSG00000014554	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain	Matrix
Pars2	ENSMUSG00000043572	MitoCarta3.0	APEX_matrix, GFP, targetP signal, yeast mito homolog, Ricket	Matrix
Htatip2	ENSMUSG00000039745	MitoCarta3.0	yeast mito homolog, mito protein domain+, MS/MS	Membrane
Qrsl1	ENSMUSG00000019863	MitoCarta3.0	literature, APEX_matrix, GFP, yeast mito homolog, Rickettsia	Matrix
Naxd	ENSMUSG00000031505	MitoCarta3.0	GFP, targetP signal, mito protein domain, MS/MS++	MIM
Chchd6	ENSMUSG00000030086	MitoCarta3.0	literature, APEX_IMS, APEX_matrix, yeast mito homolog, coexp	MIM
Pcbd2	ENSMUSG00000021496	MitoCarta3.0	targetP signal+, yeast mito homolog, induction, MS/MS	unknown
Agmat	ENSMUSG00000040706	MitoCarta3.0	literature, targetP signal+, mito protein domain, MS/MS+	Matrix
Micu2	ENSMUSG00000021973	MitoCarta3.0	literature, APEX_IMS, GFP, targetP signal+, mito protein dom	MIM
Akr1b7	ENSMUSG00000052131	MitoCarta3.0	induction, coexpression, MS/MS++	unknown
Scp2	ENSMUSG00000028603	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain+	MIM
Rab24	ENSMUSG00000034789	MitoCarta3.0	yeast mito homolog, mito protein domain, induction, coexpres	MOM
Mcub	ENSMUSG00000027994	MitoCarta3.0	literature, targetP signal+, mito protein domain+	MIM
Lyplal1	ENSMUSG00000039246	MitoCarta3.0	targetP signal, mito protein domain, MS/MS++	unknown
Spata19	ENSMUSG00000031991	MitoCarta3.0	mito protein domain+, MS/MS++	unknown
mt-Atp8	ENSMUSG00000064356	MitoCarta3.0	literature, mito protein domain+, MS/MS++	MIM
Ldhal6b	nan	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, MS	Matrix
Aldh1a7	ENSMUSG00000024747	MitoCarta3.0	yeast mito homolog+, mito protein domain, coexpression, MS/M	unknown
Kyat3	ENSMUSG00000040213	MitoCarta3.0	APEX_matrix, yeast mito homolog, Rickettsial homolog, mito p	Matrix
Oxsm	ENSMUSG00000021786	MitoCarta3.0	literature, APEX_matrix, yeast mito homolog, Rickettsial hom	Matrix
mt-Nd3	ENSMUSG00000064360	MitoCarta3.0	literature, Rickettsial homolog, mito protein domain+, MS/MS	MIM
Adck1	ENSMUSG00000021044	MitoCarta3.0	yeast mito homolog+, Rickettsial homolog, mito protein domai	unknown
Slc25a33	ENSMUSG00000028982	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+	MIM
Mgst1	ENSMUSG00000008540	MitoCarta3.0	mito protein domain, coexpression, MS/MS++	Membrane
Ung	ENSMUSG00000029591	MitoCarta3.0	literature, targetP signal, yeast mito homolog, mito protein	Matrix
Nsun4	ENSMUSG00000028706	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, induction,	Matrix
Tmem205	ENSMUSG00000040883	MitoCarta3.0	yeast mito homolog, mito protein domain+, coexpression	Membrane
Dbi	ENSMUSG00000026385	MitoCarta3.0	targetP signal, mito protein domain, induction, coexpression	unknown
Coasy	ENSMUSG00000001755	MitoCarta3.0	APEX_matrix, mito protein domain, coexpression, MS/MS++	Matrix
Stard7	ENSMUSG00000027367	MitoCarta3.0	APEX_IMS, targetP signal, mito protein domain, induction, co	IMS
Letm2	ENSMUSG00000037363	MitoCarta3.0	targetP signal, yeast mito homolog+, mito protein domain+	MIM
Ptcd1	ENSMUSG00000029624	MitoCarta3.0	targetP signal, mito protein domain+, coexpression	Matrix
Mtfp1	ENSMUSG00000004748	MitoCarta3.0	literature, induction, coexpression, MS/MS+	Membrane
Coa4	ENSMUSG00000044881	MitoCarta3.0	yeast mito homolog++, mito protein domain, MS/MS	IMS
Ephx2	ENSMUSG00000022040	MitoCarta3.0	Rickettsial homolog, mito protein domain, coexpression	unknown
Nrd1	ENSMUSG00000053510	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain+	Matrix
Acacb	ENSMUSG00000042010	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	MOM
Mavs	ENSMUSG00000037523	MitoCarta3.0	literature, induction, coexpression+, MS/MS	MOM
Tmem143	ENSMUSG00000002781	MitoCarta3.0	targetP signal, coexpression+, MS/MS	MIM
Mtpap	ENSMUSG00000024234	MitoCarta3.0	literature, APEX_matrix, targetP signal+, mito protein domai	Matrix
Sdsl	ENSMUSG00000029596	MitoCarta3.0	yeast mito homolog+, Rickettsial homolog, mito protein domai	unknown
Cmpk2	ENSMUSG00000020638	MitoCarta3.0	literature, targetP signal+, Rickettsial homolog, MS/MS	Matrix
Glyctk	ENSMUSG00000020258	MitoCarta3.0	targetP signal, coexpression, MS/MS+	Matrix
Rpusd4	ENSMUSG00000032044	MitoCarta3.0	APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito 	Matrix
Smim20	ENSMUSG00000061461	MitoCarta3.0	literature,targetP signal, coexpression, MS/MS	MIM
Mterf4	ENSMUSG00000026273	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain+, coexpress	Matrix
Top1mt	ENSMUSG00000000934	MitoCarta3.0	literature, APEX_matrix, targetP signal+, mito protein domai	Matrix
Arg2	ENSMUSG00000021125	MitoCarta3.0	literature, APEX_matrix, targetP signal+, mito protein domai	Matrix
Ptrh2	ENSMUSG00000072582	MitoCarta3.0	literature, yeast mito homolog, mito protein domain, MS/MS++	MOM
Lyrm1	ENSMUSG00000030922	MitoCarta3.0	GFP, yeast mito homolog, mito protein domain+, MS/MS	unknown
Aars2	ENSMUSG00000023938	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog,	Matrix
Acsl1	ENSMUSG00000018796	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	MOM
Dnajc30	ENSMUSG00000061118	MitoCarta3.0	APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito 	MIM
Tmlhe	ENSMUSG00000079834	MitoCarta3.0	literature, APEX_matrix, targetP signal, yeast mito homolog,	Matrix
Bax	ENSMUSG00000003873	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS++	MOM
Cryzl2	ENSMUSG00000033488	MitoCarta3.0	targetP signal, mito protein domain, MS/MS++	Matrix
Dnm1l	ENSMUSG00000022789	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain, induct	MOM
Pxmp2	ENSMUSG00000029499	MitoCarta3.0	GFP, yeast mito homolog+, mito protein domain, induction	MIM
Cox20	ENSMUSG00000026500	MitoCarta3.0	literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS	MIM
Tmem177	ENSMUSG00000036975	MitoCarta3.0	targetP signal, coexpression, MS/MS	MIM
Tk2	ENSMUSG00000035824	MitoCarta3.0	literature, targetP signal+, mito protein domain, MS/MS	Matrix
Fundc1	ENSMUSG00000025040	MitoCarta3.0	yeast mito homolog, mito protein domain+, MS/MS	MOM
Pgs1	ENSMUSG00000017715	MitoCarta3.0	targetP signal, yeast mito homolog++	MIM
Fasn	ENSMUSG00000025153	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	IMS
Cbr2	ENSMUSG00000025150	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, MS	Matrix
Chpt1	ENSMUSG00000060002	MitoCarta3.0	targetP signal, mito protein domain, induction, coexpression	MIM
Atp5g1	ENSMUSG00000006057	MitoCarta3.0	literature, targetP signal, yeast mito homolog+, Rickettsial	MIM
Fam210b	ENSMUSG00000027495	MitoCarta3.0	targetP signal, yeast mito homolog, coexpression, MS/MS	MIM
Sfxn2	ENSMUSG00000025036	MitoCarta3.0	yeast mito homolog, mito protein domain+, coexpression	MIM
Mmadhc	ENSMUSG00000026766	MitoCarta3.0	APEX_matrix, targetP signal, induction, coexpression	Matrix
Otc	ENSMUSG00000031173	MitoCarta3.0	literature, targetP signal, mito protein domain, MS/MS+	Matrix
Txnrd1	ENSMUSG00000020250	MitoCarta3.0	GFP, yeast mito homolog, Rickettsial homolog, mito protein d	unknown
Arf5	ENSMUSG00000020440	MitoCarta3.0	targetP signal, mito protein domain, coexpression, MS/MS	unknown
Fpgs	ENSMUSG00000009566	MitoCarta3.0	APEX_matrix, GFP, targetP signal, yeast mito homolog, Ricket	Matrix
Trmt10c	ENSMUSG00000044763	MitoCarta3.0	literature, APEX_matrix, GFP, targetP signal+, mito protein 	Matrix
Them7	ENSMUSG00000055312	MitoCarta3.0	targetP signal, mito protein domain, MS/MS+	Matrix
Lactb2	ENSMUSG00000025937	MitoCarta3.0	mito protein domain, induction, MS/MS+	Matrix
Smim26	ENSMUSG00000074754	MitoCarta3.0	induction, coexpression, MS/MS	Membrane
Pgam5	ENSMUSG00000029500	MitoCarta3.0	APEX_IMS, mito protein domain, coexpression, MS/MS++	MOM
Ptpmt1	ENSMUSG00000063235	MitoCarta3.0	literature, APEX_matrix, mito protein domain, coexpression, 	MIM
Hebp1	ENSMUSG00000042770	MitoCarta3.0	APEX_IMS, mito protein domain, coexpression, MS/MS++	IMS
Abcd1	ENSMUSG00000031378	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, in	Membrane
Hsdl1	ENSMUSG00000034189	MitoCarta3.0	GFP, Rickettsial homolog, mito protein domain, MS/MS++	unknown
Cbr3	ENSMUSG00000022947	MitoCarta3.0	targetP signal, yeast mito homolog, Rickettsial homolog, mit	Matrix
Prdx6	ENSMUSG00000026701	MitoCarta3.0	yeast mito homolog+, Rickettsial homolog, mito protein domai	unknown
Dnajc4	ENSMUSG00000024963	MitoCarta3.0	GFP, targetP signal, Rickettsial homolog, mito protein domai	Membrane
Cebpzos	ENSMUSG00000062691	MitoCarta3.0	coexpression+, MS/MS+	unknown
Foxred1	ENSMUSG00000039048	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	MIM
Eri3	ENSMUSG00000033423	MitoCarta3.0	targetP signal+, mito protein domain, MS/MS	Matrix
Dhx30	ENSMUSG00000032480	MitoCarta3.0	literature, targetP signal+, yeast mito homolog, mito protei	Matrix
Bcl2l13	ENSMUSG00000009112	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS+	MOM
Acp6	ENSMUSG00000028093	MitoCarta3.0	literature, APEX_IMS, targetP signal, mito protein domain, M	IMS
Cox7a2l	ENSMUSG00000024248	MitoCarta3.0	literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/	MIM
Tstd1	ENSMUSG00000091166	MitoCarta3.0	targetP signal, yeast mito homolog, mito protein domain, MS/	unknown
Qdpr	ENSMUSG00000015806	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, induction	Matrix
Acsm2	ENSMUSG00000030945	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	Matrix
Adck2	ENSMUSG00000046947	MitoCarta3.0	GFP, targetP signal, yeast mito homolog, Rickettsial homolog	MIM
Osbpl1a	ENSMUSG00000044252	MitoCarta3.0	Rickettsial homolog, mito protein domain, induction, MS/MS	unknown
Trmt1	ENSMUSG00000001909	MitoCarta3.0	targetP signal+, yeast mito homolog, mito protein domain, co	Matrix
Mtif3	ENSMUSG00000016510	MitoCarta3.0	literature, APEX_matrix, Rickettsial homolog, mito protein d	Matrix
Pet100	ENSMUSG00000087687	MitoCarta3.0	literature, yeast mito homolog++, MS/MS	MIM
Mtfr1	ENSMUSG00000027601	MitoCarta3.0	literature, targetP signal, mito protein domain+, coexpressi	Membrane
Tfb1m	ENSMUSG00000036983	MitoCarta3.0	literature, APEX_matrix, Rickettsial homolog, mito protein d	Matrix
Fth1	ENSMUSG00000024661	MitoCarta3.0	mito protein domain, MS/MS++	unknown
Tspo	ENSMUSG00000041736	MitoCarta3.0	literature, mito protein domain, MS/MS++	MOM
Glyat	ENSMUSG00000063683	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS+	Matrix
Rbfa	ENSMUSG00000024570	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, coexpressi	Matrix
Rnaseh1	ENSMUSG00000020630	MitoCarta3.0	literature, APEX_matrix, targetP signal, Rickettsial homolog	Matrix
Tmem186	ENSMUSG00000043140	MitoCarta3.0	targetP signal, coexpression, MS/MS	MIM
Pex11b	ENSMUSG00000028102	MitoCarta3.0	targetP signal, coexpression, MS/MS	Membrane
Nudt5	ENSMUSG00000025817	MitoCarta3.0	yeast mito homolog++, mito protein domain, coexpression	unknown
Sod1	ENSMUSG00000022982	MitoCarta3.0	literature, yeast mito homolog, mito protein domain, inducti	IMS
Star	ENSMUSG00000031574	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	MOM | IMS
Gtpbp10	ENSMUSG00000040464	MitoCarta3.0	APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito 	Matrix
Acss3	ENSMUSG00000035948	MitoCarta3.0	targetP signal, yeast mito homolog, mito protein domain, MS/	Matrix
Ccdc51	ENSMUSG00000025645	MitoCarta3.0	APEX_matrix, targetP signal, MS/MS++	MIM
Acot9	ENSMUSG00000025287	MitoCarta3.0	literature, targetP signal, MS/MS++	MIM
Ndufaf3	ENSMUSG00000070283	MitoCarta3.0	literature, targetP signal, mito protein domain, MS/MS	MIM
Flad1	ENSMUSG00000042642	MitoCarta3.0	APEX_matrix, mito protein domain, induction, coexpression	Matrix
Acaca	ENSMUSG00000020532	MitoCarta3.0	yeast mito homolog, Rickettsial homolog, mito protein domain	Matrix
Kmo	ENSMUSG00000039783	MitoCarta3.0	yeast mito homolog, mito protein domain, MS/MS++	MOM
Mterf3	ENSMUSG00000021519	MitoCarta3.0	literature, APEX_matrix, GFP, targetP signal, mito protein d	Matrix
Oxr1	ENSMUSG00000022307	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain, MS/MS	MOM
Nudt9	ENSMUSG00000029310	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, coexpressi	Matrix
Thnsl1	ENSMUSG00000048550	MitoCarta3.0	APEX_matrix, mito protein domain, MS/MS++	Matrix
Pycr2	ENSMUSG00000026520	MitoCarta3.0	APEX_matrix, mito protein domain, MS/MS++	Matrix
Hint1	ENSMUSG00000020267	MitoCarta3.0	Rickettsial homolog, mito protein domain, coexpression	unknown
Slc25a34	ENSMUSG00000040740	MitoCarta3.0	yeast mito homolog+, mito protein domain+	MIM
Slc25a48	ENSMUSG00000021509	MitoCarta3.0	yeast mito homolog+, mito protein domain+	MIM
Slc25a28	ENSMUSG00000040414	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+	MIM
Slc25a43	ENSMUSG00000037636	MitoCarta3.0	yeast mito homolog+, mito protein domain+	MIM
Slc25a47	ENSMUSG00000048856	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+	MIM
Slc25a41	ENSMUSG00000011486	MitoCarta3.0	yeast mito homolog+, mito protein domain+	MIM
Slc25a54	ENSMUSG00000027880	MitoCarta3.0	yeast mito homolog+, mito protein domain+	Membrane
Slc25a37	ENSMUSG00000034248	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+	MIM
Ucp2	ENSMUSG00000033685	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+	MIM
Ybey	ENSMUSG00000033126	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, MS/MS	Matrix
Ogg1	ENSMUSG00000030271	MitoCarta3.0	literature, targetP signal+, yeast mito homolog, mito protei	Matrix
Gm4952	ENSMUSG00000071633	MitoCarta3.0	mito protein domain, MS/MS++	unknown
Fabp1	ENSMUSG00000054422	MitoCarta3.0	mito protein domain, MS/MS++	unknown
Mettl15	ENSMUSG00000057234	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, coexpressi	Matrix
Metap1d	ENSMUSG00000041921	MitoCarta3.0	literature, APEX_matrix, targetP signal, Rickettsial homolog	Matrix
Ldhb	ENSMUSG00000030246	MitoCarta3.0	Rickettsial homolog, mito protein domain, induction	unknown
Lyrm9	ENSMUSG00000072640	MitoCarta3.0	mito protein domain+, MS/MS	unknown
Mtarc1	ENSMUSG00000026621	MitoCarta3.0	mito protein domain+, MS/MS	MOM
Recql4	ENSMUSG00000033762	MitoCarta3.0	targetP signal, Rickettsial homolog, mito protein domain, co	Matrix
Plpbp	ENSMUSG00000031485	MitoCarta3.0	APEX_matrix, targetP signal, coexpression, MS/MS++	Matrix
Mul1	ENSMUSG00000041241	MitoCarta3.0	literature, mito protein domain+, induction	MOM
Nudt6	ENSMUSG00000050174	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain, coexpressi	Matrix
Pink1	ENSMUSG00000028756	MitoCarta3.0	literature, targetP signal, mito protein domain, coexpressio	MOM
Vps13d	ENSMUSG00000020220	MitoCarta3.0	manual, yeast mito homolog, mito protein domain, induction, 	MOM
Dmac2	ENSMUSG00000057229	MitoCarta3.0	APEX_matrix, GFP, targetP signal, induction, MS/MS	MIM
Micu1	ENSMUSG00000020111	MitoCarta3.0	literature, APEX_IMS, GFP, targetP signal, mito protein doma	MIM
Nt5dc3	ENSMUSG00000054027	MitoCarta3.0	APEX_matrix, targetP signal, MS/MS++	Matrix
Nipsnap3a	ENSMUSG00000015242	MitoCarta3.0	APEX_matrix, targetP signal, MS/MS++	Matrix
Top3a	ENSMUSG00000002814	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	Matrix
Amacr	ENSMUSG00000022244	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS	Matrix
Trmt5	ENSMUSG00000034442	MitoCarta3.0	literature,targetP signal, yeast mito homolog, mito protein 	Matrix
Micu3	ENSMUSG00000039478	MitoCarta3.0	manual, targetP signal, mito protein domain, MS/MS	MIM
Pnkd	ENSMUSG00000026179	MitoCarta3.0	literature,targetP signal, mito protein domain, MS/MS	MIM
Car5a	ENSMUSG00000025317	MitoCarta3.0	literature, targetP signal, mito protein domain, MS/MS	Matrix
Nthl1	ENSMUSG00000041429	MitoCarta3.0	literature, targetP signal, yeast mito homolog, Rickettsial 	unknown
Arl2	ENSMUSG00000024944	MitoCarta3.0	literature, mito protein domain, coexpression, MS/MS+	IMS
Synj2bp	ENSMUSG00000090935	MitoCarta3.0	APEX_IMS, mito protein domain, coexpression, MS/MS+	MOM
Mettl8	ENSMUSG00000041975	MitoCarta3.0	APEX_matrix, targetP signal, mito protein domain+	Matrix
Mterf1b	ENSMUSG00000053178	MitoCarta3.0	literature, APEX_matrix, targetP signal, mito protein domain	Matrix
Rsad1	ENSMUSG00000039096	MitoCarta3.0	APEX_matrix, targetP signal, Rickettsial homolog, mito prote	MIM
Fdps	ENSMUSG00000059743	MitoCarta3.0	Rickettsial homolog, mito protein domain, MS/MS+	MIM
Ociad1	ENSMUSG00000029152	MitoCarta3.0	APEX_IMS, GFP, MS/MS++	MOM
Fastk	ENSMUSG00000028959	MitoCarta3.0	GFP, targetP signal, induction, coexpression	MIM
Acsm4	ENSMUSG00000047026	MitoCarta3.0	manual, targetP signal, yeast mito homolog, Rickettsial homo	Matrix
Nme6	ENSMUSG00000032478	MitoCarta3.0	literature, APEX_matrix, GFP, yeast mito homolog, Rickettsia	Matrix
Ahcyl1	ENSMUSG00000027893	MitoCarta3.0	mito protein domain+, induction	MOM
Smim8	ENSMUSG00000028295	MitoCarta3.0	manual, induction, coexpression, MS/MS	MOM
Idi1	ENSMUSG00000058258	MitoCarta3.0	targetP signal, mito protein domain, MS/MS+	Matrix
Mtx3	ENSMUSG00000021704	MitoCarta3.0	manual, mito protein domain+, MS/MS	MOM
Tmem126b	ENSMUSG00000030614	MitoCarta3.0	mito protein domain+, MS/MS	MIM
Bnip3	ENSMUSG00000078566	MitoCarta3.0	literature, mito protein domain+, MS/MS	MOM
Fkbp8	ENSMUSG00000019428	MitoCarta3.0	literature, yeast mito homolog, mito protein domain, coexpre	MOM
Mcrip2	ENSMUSG00000025732	MitoCarta3.0	induction, coexpression+	unknown
Bola3	ENSMUSG00000045160	MitoCarta3.0	targetP signal, mito protein domain, MS/MS	Matrix
Pnpt1	ENSMUSG00000020464	MitoCarta3.0	literature, APEX_matrix, targetP signal, Rickettsial homolog	Matrix|IMS
Pde12	ENSMUSG00000043702	MitoCarta3.0	APEX_matrix, targetP signal+, mito protein domain	Matrix
